File,Category,Subcategory,Content
2020-04-30.txt,Social criticism,Bureaucracy,"it used to be rich, but t lost it all in the stock market crash during the pandemic, .
luckily, t can make up the otfference by working you idiot to death while underpaying you
we thought you diont have a strategy. tgusst dont like to lk about it
"
2020-05-01.txt,General humor,Comical and paradoxical situations,"a ou sa as be z e
not with your bare hands. but t can wrap tt in plastic and leave a hole for the
, maybe you can just lend mea paper clip, all throw it to you
"
2020-05-02.txt,General humor,Humor based on puns and absurd situations,"were running low on copier
t know. t hoarded it all at my house when someone said we might have a shortage.
can you bring some some brae that would defeat the point of harding
"
2020-05-03.txt,General humor,Comical and paradoxical situations,"your method of calculating the safety statistics is flawed.
wou. watt until t tell everyone you dont think safety matters.
... didn say that. im talking about the way nou measured it
its too late to walk it back now!
tm not walking it back im clarifying.
there nothing to clarify, you hate safety,
stop putting words enemy mouth tm a better authority on what t think than you are

"
2020-05-04.txt,Technology and engineering,Technological problems,"our data security team informs me we have an elbontan spy in our midst.
maybe its this . whoa, elbontan .... that s guy you... super hired, racist.
isit your yes, but idont see how that excuses you
"
2020-05-05.txt,Technology and engineering,Technological problems,"our security team says you have been sending our proprietary data to elbonta.
i monitor all of your tnternet . activities. that.
imonitor then all of your lets internet forget activity, . we had too. this conver sation.
"
2020-05-06.txt,Corporate mood,Office politics,"t need a quick oecision on this, but t dont have time to compile the relevant facts.
without. facts, i would just be guessing... it wont affect your career average
lets change the subject.
"
2020-05-07.txt,General humor,Humor based on puns and absurd situations,"is this data accurate?..
you dont go to war with the data you need you go to war with the data you have
did you just make it sound noble to use bad data?
"
2020-05-08.txt,General humor,Humor based on puns and absurd situations,"according to our newest data, of the people who upgraded to version . of our software died the same day.
but we dont think it means anything because all of them had underlying health
how did they all have under lying health issues? verston had some rough edges,
"
2020-05-09.txt,General humor,Comical and paradoxical situations,"t havent had any. human contact. for months. .., .,
people need physical contact, to keep their fine oxytocin at healthy levels,
get away maybe tf we both close prom. oo our eyes.
"
2020-05-10.txt,Recurring characters,Dogbert and other animal characters,"dogbert, i need you to train asok to fill in for you on teach support
the goal of teach support is to convince the called the problem, is on their end
do this by recommending increasingly difficult things for them to try.
eventually, they give up. watch and
ubkhuh... uahuh.. try reporting your computer,
now try it again while holding controlescape space bardelete, for exactly . seconds.
no luck? try looking at your computers binary

"
2020-05-11.txt,General humor,Humor based on puns and absurd situations,"what do you think of my slide deck? . .
i reviewed all of your sides and i cant. figure out what your point s.
t could put the point ons slide . or just give up...
"
2020-05-12.txt,General humor,Comical and paradoxical situations,"third a sctencesplatner for our meetings. sas
hell interrupt us every ten minutes to explain in a condescending way how science works,
its just something
"
2020-05-13.txt,Corporate mood,Group dynamics,"the sciencesplainer we dont have any data yet, but we are hearing good reports.
those reports are anecdotal. you need a controlled study to be certain
literally everyone already knows sure, but did you know accurate data are better than bad
"
2020-05-14.txt,Corporate mood,Group dynamics,"why do you keep explaining to me you science works when you know i already know?
did you know anecdotal evidence type misleading? yesii! i knew of that!!!
have you ever fane. placebo effect? gaaaa! n
"
2020-05-15.txt,Corporate mood,Group dynamics,"t like working from home i can do eight hours of work in one hour because no one is interrupting me.

did tell you
"
2020-05-16.txt,General humor,Humor based on puns and absurd situations,"im going into the office to upgrade a server.
according to my boss, reducing network latency puio more important. than my life. j
can t depend on you to not change the locks while tm gone? only if you sleep in the garage.
"
2020-05-17.txt,General humor,Comical and paradoxical situations,"have you ever tried meditating?
sounds like alot of work
it s the opposite of work
all you have to sit in one place and think of nothing in particular
can t drink coffee at the same time
that s not recommended.
tn other words, meditating s what t already do, but without. the acvantage of coffee?
perhaps you have already achieved. enlightenment.
"
2020-05-19.txt,General humor,Humor based on puns and absurd situations,"would you like to join me for lunch?
tdont even want to be in the same zip code as your diseased mouth .,

"
2020-05-18.txt,Corporate mood,Group dynamics,"do you wear make under the mask where no one can see it
or do you leave your snout area all pale and simply
stop imagining me unmasked. all report myself to human resources.
"
2020-05-20.txt,Corporate mood,Office politics,"to avoid spreading viruses, there will be no shaking hands in the workplace.
that custom has been replaced by uncomfortable body language and awkward banter about not shaking hands,
are high fives still yes, we dont care tf those people live
"
2020-05-21.txt,Recurring characters,The stupid boss,"a that isa dumb idea, you pointyhaired fool
who mumbled. that? i cant tell with your face
whan epa who ts saying
"
2020-05-22.txt,Social criticism,Business management,"do you have ten minutes to come talk to me about the project timeline?
yes, but it isn worth exposing myself to your virusdroplet hellscape.
all just guess what you would have t think that geet
"
2020-05-23.txt,Social criticism,Technology in society,"scientists say our smartphones can spread the coronavirus.
that why i no longer answer the phone. you never know if the called is infected.

"
2020-05-24.txt,Technology and engineering,Technologic innovations,"and by using this system we will practically reouce theft.
that the dumbest thing have ever heard. ff
no one can stop theft everywhere. in the world
tsatd we would reduce it not eliminate it and only for our on products,
, in other words, tt wont work

what wrong with your??? j aga
hey, tm not the one who is in favor of
"
2020-05-25.txt,General humor,Humor based on puns and absurd situations,"the coronavirus ts a hoax. it is no more dangerous than a common goo res
its almost as if you are inviting the universe to smite you

"
2020-05-26.txt,General humor,Humor based on puns and absurd situations,"if you keep saying the coronavirus ts a hoax, you are practically begging the universe to infect you
dont be so superstitious. that not how anything works, you moron.
cough no, cotci karay
"
2020-05-27.txt,General humor,Comical and paradoxical situations,"are you worried about coronavirus because your in a highrisk group?
why would i be in highrisk group?
do you own a full length mirror? no, they make me look fat.
"
2020-05-28.txt,Corporate mood,Group dynamics,"t heard you are not practicing soctal distancing, can i borrol some money?
what does social distancing have to with borrowing money? .
like borrowing money when it might not have to pay it back
"
2020-05-29.txt,General humor,Humor based on puns and absurd situations,"why is everyone panicked about coronavirus when maybe only who get it will die?
one percent of the population of earth would be... million dead.
yes, but the whole world wont... get it . they will tf they listen
"
2020-05-30.txt,Corporate mood,Group dynamics,"no face mask? t have antibodies for the
im pretty sure thad the virus last january when t had a throat tickle.
twonder why virus test kits exist when we can just ask people if they had it z tt was wondering the same.
"
2020-05-31.txt,Corporate mood,Group dynamics,"the had no human contact for months. be
t want expecting to enjoy it so much.
my love life was already a barren wasteland.
and avoiding my workers s always, good
thavent been stressed, tired, or bored in
t only have one remaining source of stress in my life,

oil she s,er pair f azeaa eae ere
"
2020-06-01.txt,Recurring characters,The lazy employee,"my throat has a tickle, so id better take a month off. of
the coronavirus tests can have some . false negative , sand t loveyou too . much to put you at risk
sold it too, hard
"
2020-06-02.txt,Corporate mood,Group dynamics,"t think we should seriously consider ending the face mask policy.
you know im in a highrisk group, and you are in a lowrisk group. are you trying to assassinate me?
you cant prove that. twas hoping for something closer to a dental, .
"
2020-06-03.txt,General humor,Humor based on puns and absurd situations,"what do you think of my
to be honest i didn hear a word. of it t spent the whole time being worried about that bead of sweat on your forehead ..
te you its need me, warm in all be a here! thousand yards in that direction
"
2020-06-04.txt,Social criticism,Technology in society,"our factories are back online, but we have no buyers.
it turns out that our customer base overlaps with the people who recently poisoned themselves with household disinfectants,
who could have seen that turn a bet on tt.
"
2020-06-05.txt,Political satire,Reflections on political issues in the corporate world,"haha! you idiot! how dare you dis agree with the foremost experts in this field!
. here a breaking story about those same experts being arrested today for falsifying data.
in a sane world this information , would serve to modify your strong opinion
"
2020-06-06.txt,Recurring characters,The stupid boss,"t hired a guy who is always wrong yet he is tnexplicably confident.
why? we already have one of you
i dont know what you meant by that, but i am confident it is wrong
"
2020-06-07.txt,Technology and engineering,Technologic innovations,"f tuwrote a soft ware patch that will save three million dollars per year.
q tfeel as it deserve a bonus or a raised

how long did we have the problem?
then you shoulc
looks like a gigantic failure to me. you should be ashamed of yourself.

did you try my strategy for keeping payroll expenses low ht
"
2020-06-08.txt,Social criticism,Business management,"why did you disband the technology task force? they were critical.
it didn i just replaced the people and changed the mission
that sounds alot likes a disband ee really? twas hoping tt
"
2020-06-09.txt,Corporate mood,Group dynamics,"did you see the shocking claims in the video t emailed to you
yes. the video ts so obviously fake that only a raging moron would think any of it is true
lthink tps all well ats one data point in my favor
"
2020-06-10.txt,Corporate mood,Office politics,"t didn like your analysis, so i made some hateedits.
what a hate
nou changed in my opinion to according to the squirrels in my
"
2020-06-11.txt,Recurring characters,The competitive colleague,"i got your email, but i didn have time to include your upgrades on my analysis.
its better to be timely than right because our boss cant judge the quality of our work but he knows when its late.
why is it that every thing true is also sad? that how the truth
"
2020-06-12.txt,Technology and engineering,Technologic innovations,"l have a great idea. lets create a google document that we ac can all updated
that is exactly the idea i suggested to nou yesterday. .
that was only true until i prove learned to oe wear a that.
"
2020-06-13.txt,Recurring characters,The competitive colleague,"do you have any emergencies for me to work on?
perfect! i needed an excuse to avoid working on the boring parts of my job
also ft would need .. totally do your that if status hat if report this darned y bend emergency. of day.
"
2020-06-14.txt,Technology and engineering,Stereotypes about engineers,"we need your help making a. decision
jeff doesnt understand my product strategy because he isn an engineer.
and i dont understand any of his marketing nonsense.
that why we came to you ey
because i understand both marketing and engineering?
no, its because you dont under stand either one
we didn have a coin to flip, and your decisions are totally, random, ... .
describe the sit uation.
"
2020-06-15.txt,General humor,Comical and paradoxical situations,"we need to make decisions based on real data!
who do you imagine disagrees with that obvious statement
uhoh. i just realized im dumb and never knew it
"
2020-06-16.txt,Corporate mood,Office politics,". and we can get.that all installed in thirty days.
why do. literally ,, you not everyone. care cares about about. safety. safety? poo xe
then why didn you mention tt? blah safety. ! happy?
"
2020-06-17.txt,Social criticism,Bureaucracy,"t hear you were being sarcastic about safety.
obviously, you dont take safety sertously, i have to send you to a safety re education camp for a week.
that will totally fix this problem. you just bought yourself an extra
"
2020-06-18.txt,Corporate mood,Office politics,"welcome to dogberts corporate. safety training.
dont touch anything, dont move around, and dont talk to anyone. ever! i thanks for coming i
that the whole class? dont blame me for being good at summarizing.
"
2020-06-19.txt,Corporate mood,Group dynamics,"ugh. dilbert is on the project team? .. that guy doesnt belteve in safety.
just out of curiosity, what evidence of that extremely weird allegation have you seen? ..., ....
what evidence do you have that you exist? see? anyone can do that.
"
2020-06-20.txt,Corporate mood,Office politics,"the office is a beautiful place when everyone else is working from
no distractions, private bathroom, and i no longer need to suppress my bodily noise
brraaap! freedom!
"
2020-06-21.txt,Social criticism,Business management,"
one option costs. too much, and the other option impossible,
lets do the impossible one
perhaps you can explain your reasoning.
according to you we will fail. either way
gut if we fatl in a slow and inexpensive way no of will even notice for months.
with any luck, well have a corporate reorgani nation that forever hides our gross incompetence.
have you done this before?
"
2020-06-22.txt,Corporate mood,Office politics,"have you tested this to know it will work
bg ft far kqo oo wo ne he
i dont know what that word means.
"
2020-06-23.txt,Corporate mood,Group dynamics,"icant tell the difference between good ideas and bad ones.
there are smart people on both sides of every idea.
what rational process bo you use to determine who is right t label people who dis agree with me idiot and call tt a day.
"
2020-06-24.txt,Political satire,Reflections on political issues in the corporate world,"wally, can you help me on this?
. no, im more of se a generalist than a subject. matter expert
what kind of work do federalists do you just
"
2020-06-25.txt,Corporate mood,Group dynamics,"get teds input before you finalize the plan.
ted is the dumbest human being in the known universe. his opinion can only make things worse.
that how we do it didn realize tt was a strategy.
"
2020-06-26.txt,Corporate mood,Corporate hierarchy,"per your orders, i got input on my project from a variety of people who are number and less informed than t am
as you might imagine, the net effect was to make everything worse.
t just want to thank you for all the leadership.
"
2020-06-27.txt,Technology and engineering,Technological problems,"it finished the data throughput tests, but the results are not incredible because of a problem with the
oes the noncredible data make us look good
our name for that kind of data is credible.
"
2020-06-28.txt,General humor,Humor based on puns and absurd situations,"tt must be difficult to be single in the age of covid.
s not
tm in contract negotiations with a semiattractive woman t met online,
with any luck, will be enjoying a doublemasked goodnight kiss by late next month.
that assumes our laljyers dont make too many changes to the contract.
did you just say she is only semiattractive?
tm judging from the parts t can see. t dont know. what under the mask and shower cap she wears all day.
like the one t can see. the other one has a
"
2020-06-29.txt,General humor,Humor based on puns and absurd situations,"the news says. there a mator outbreak of cooties in elbonta,
t dont think cooties isa real thing.
experts say one of the symptoms of cooties is denying science
"
2020-06-30.txt,General humor,Humor based on puns and absurd situations,"in my professional opinion you have a bad case of cooties.
we dont have any tests for cooties, but the main symptom is skepticism, and you have that.
cooties dtagnosis confirmed. .
"
2020-07-01.txt,General humor,Humor based on puns and absurd situations,"we need to do contact tracing to determine who else you might have infected with cooties.
how many women have you had physical contact with in the past to weeks?
id all put rather you down not say for zero. yee
"
2020-07-02.txt,General humor,Comical and paradoxical situations,"a h c h o o ! !

the units were right everything s different now.
"
2020-07-03.txt,General humor,Humor based on puns and absurd situations,"would you like to go to dinner with me?
only if you self quarantine for two weeks first.
well it seems t under estimated your des peration.
"
2020-07-04.txt,General humor,Humor based on puns and absurd situations,"how did you cope with the loss of social contact during the pandemic? ws

ti diont want to be the
"
2020-07-05.txt,Corporate mood,Office politics,"maybe t could permanently work at home
no problem. t tust need a few things from you to make sure you are working
i
well obviously, need frequent status reports.
sounds reasonable,
and all need to track your keystrokes and your phones location.
wow, well okay. t guess t can get used to that in return for my freedom to work at home
now that ive. loosened you up, fitting you for a body came
"
2020-07-06.txt,Social criticism,Business management,"just fill out these five pages. of information, and were good to go, y
cancel the order, and all find an easter vendor to work with.
in that your st nature . that worked? d ey, see, to
"
2020-07-07.txt,Corporate mood,Group dynamics,"yesterday t refused to do something i had been asked to do because it was stupid.
and it worked out fine
dont let the power go to your head tam off the leash! c fy a oa continued...
"
2020-07-08.txt,Corporate mood,Group dynamics,"put this on a pie chart instead of a line graph.
no, that stupid, im not going to do that. ,
continued. ..
"
2020-07-09.txt,General humor,Comical and paradoxical situations,"did you know you can just refuse to do things that are stupto, and it will be okay?
t dont belteve that. its true ive been testing it all week
take a video next time you do it so tcan sce, how no, that stvpid. ca ees.
"
2020-07-10.txt,Recurring characters,The lazy employee,"tive been saying no to people all week, and nothing bad happened to me.
why did it never know about this superpower? now tam the ruler of my on destiny! ll. ll

"
2020-07-11.txt,General humor,Comical and paradoxical situations,"why should we do what you are suggesting when literally no one has ever tried it before?
because everything good and amazing had to be done by someone for the first time
lets. will this kee ad be good and amazing? cancer evel.
"
2020-07-12.txt,Corporate mood,Office politics,"f agreed at our last meeting to postpone the version release.

who took notes at the last meeting
forwarding. those notes to each of you

um... your notes are mostly insults about the intelligence of your workers and... some sort of snack list
this no help
dont blame me. im not the one who schedules these, meetings when im hungry.
"
2020-07-13.txt,Corporate mood,Corporate hierarchy,"members of your staff have complained thatyou are a white , supremacist.
that not for you to decided
who gets to decided people who want nour job its not perfect system
"
2020-07-14.txt,Corporate mood,Group dynamics,"im getting reports from your staff that your a white supremacist,
we have proof because you follow racists on twitter.
what because makes they you think follow they are you on racists? twitter,
"
2020-07-15.txt,Corporate mood,Office politics,"t have to fire you because employees are saying you are a white supremacist.
doesnt matter. t care more about my career than your life.
your firing me just to look good and all need to punch you in front of witnesses.
"
2020-07-16.txt,Corporate mood,Group dynamics,"t have been unjustly accused of being a white supremacist, and my boss just fired me for it
alice is the obvious choice to take my job so i assume you will hear something on that soon.
t usish t knew who had the motive to start that rumor and get me fired.
"
2020-07-17.txt,Corporate mood,Office politics,", twas falsely? accused of being a white supremacist and fired.
butt wonlin arbitration and got my job back
te show did you win?! bribery. qnceyou realize the whole system ts rotten, its easier,
"
2020-07-18.txt,Technology and engineering,Technologic innovations,"a new study shows that all data about every thing is wrong
experts advised using horoscopes and guesswork to make decisions,
my co workers. already do that. u they were ahead of their
"
2020-07-19.txt,Corporate mood,Group dynamics,"tm starting a whisper campaign against my rival tin management.
iwant you to tell people he buys babies from the poor and eats them
no one is dumb enough to believe that,
people will believe any


fine all try it w wrong you are
need anew planet.
"
2020-07-20.txt,General humor,Humor based on puns and absurd situations,"im thinking about writing a book.
can boring people write interesting books?
sure, and maybe an elephant lives in my colony
"
2020-07-21.txt,Corporate mood,Group dynamics,"about writing a novel
tm not ambitious and haveintenge hatejealousy for anyone who is
twas looking sfor some encour agement.
"
2020-07-22.txt,Social criticism,Business management,"ive noticed that we used to talk about employee morale... .
but now we talk about engagement and workplace culture why, ts that?
we remind found out me to it doesnt never ask matter if . another you are question.
"
2020-07-23.txt,Corporate mood,Group dynamics,"you did not have sufficient empathy when t told you my sad story.
you could you possibly measure my internal feelings of empathy?
used my empathy sensory that a stapler,
"
2020-07-24.txt,General humor,Humor based on puns and absurd situations,"tran the numbers, and your plan does not work under any reasonable set of assumptions.
have you tried unreasonable assumptions?
well to keep your job for example
"
2020-07-25.txt,General humor,Comical and paradoxical situations,"what college did you id rather . not say
the only people who answer that way are people who went to harvard.
do they teach you it false was my modesty? major
"
2020-07-26.txt,Corporate mood,Corporate hierarchy,"data! o e fay be z w manage with

so... actually, we need to get data before we can use data,
we dont have time for your analysis. paralysis!
it think your taking both sides of the same, argument.
you insist on using data, but you dont want to watt for data,
its called leadership. you joulont understand

"
2020-07-27.txt,Corporate mood,Office politics,"ive been working here for nine years, and you havent given me a single ratse!
it didn even know you worked for me. obviously, you didn do anything useful, or t would have noticed.
well in that case, m glad it didn give. my name
"
2020-07-28.txt,Social criticism,Bureaucracy,"what would you say are your weaknesses?
it have a deep disrespect for authority.
but wee you dont action it right lets not take the surprise out of it
"
2020-07-29.txt,Corporate mood,Group dynamics,"im starting to think i a bad judge of character. ,
the last three people i hired turned out. to be termite colonies in clothes.
how did they disguise the face they learned from youtube make videos.
"
2020-07-30.txt,Social criticism,Business management,"it hired a guy to complain at every meeting by saying we have no strategy.
i got him cheap because that all he does
some would say we dont.. need him. maybe theyre jealous of his wisdom.
"
2020-07-31.txt,Social criticism,Business management,"i stopped using good arguments because sarcasm works better.
that doesnt sound like a productive thing to do.
ooh look who an expert on productivity
"
2020-08-01.txt,Corporate mood,Group dynamics,"him taking the , rest of the day off to recover from trauma.
t accidentally .. saw a video clip. from to news, .....
i tried, one os butthey sc block keep finding that ways to sneak it past my defenses.
"
2020-08-02.txt,Corporate mood,Corporate hierarchy,"testimate the odds at a chance things go well and a chance we lose money on the deal.
tf we lose money, will you admit you were wrong
how could i be wrong tm just telling you the
if we lose money, that on you for recommending it
um. ..no. tt telling you the odds and letting you decided
but your the one saying this. s such a great deal.
tm only telling you the odds, you peabrained tgnoramusii
, you wont admit you were wrong
"
2020-08-03.txt,Corporate mood,Office politics,"are you listening to me? it looks as tf you are using your phone.
can do two things at once. ill bet you cant even hear me, you ridiculous
uhhuh uhhuh goon. you smell like old socks, and your brain is made of
"
2020-08-05.txt,Corporate mood,Group dynamics,"put some numbers on this decision so it looks as if we thought about tt. longer. wei.
.. are you seriously telling me to do the analysis after the decision
if you need help talk to one of the experienced liars in the department
"
2020-08-04.txt,Corporate mood,Group dynamics,"dilbert can answer any of your questions, but t have another meeting...
not really. i have no involvement in the project he just , told met follow him to this room
well this ts awkward. how about i go to the restroom and never come back
"
2020-08-06.txt,Corporate mood,Office politics,"try offering less than the list price and see if they take it
no one reduces their prices by just because you want them to do tt.
will look stupid for asking! watch how that doesnt impact me at all
"
2020-08-07.txt,Technology and engineering,Technological problems,"can you finish the server migration by monday the
how hard can it you only say that about things you gcont under
task that question
"
2020-08-08.txt,Corporate mood,Office politics,"okay, that all for today unless anyone else has a question.
please let it end please let it end please let it end
what company vision gaabi!!
"
2020-08-09.txt,General humor,Humor based on puns and absurd situations,"can you believe a vendor tried to come in here with no face mask?
t told him it didn matter what kind of face covering he used, lt only mattered that he had one
this s where my tale takes a dark turn
now peeved, the vendor stormed back to his car, where he had a bagged lunch.
he angrily removed the plastic wrap from his sandwich
and wrapped it around his head to serve as his face mask.
the suffocated in minutes obviously,

"
2020-08-10.txt,Technology and engineering,Technologic innovations,"tinvented an pp that makes your phone ring to get you out of meetings,
how does that fit our strategic direction
i need to take this
"
2020-08-11.txt,Corporate mood,Office politics,"it need to say something to show im paying attention
im concerned that the project could reduce employee engagement
t want expecting folloljup questions.
"
2020-08-12.txt,Social criticism,Business management,"can i give you some helpful advice?
judging by the quality of your life, id say you probably cant.
leave my personal life out okay, lets talk about the putrid quality of your work
"
2020-08-13.txt,Corporate mood,Group dynamics,"t edited your incredibly complex document and sent, it to you by email.
loont see your high lighted changes. tforgot to turn on the edit. tracker.
that im going probably to acciden how ld tally delete your email, play it
"
2020-08-14.txt,Recurring characters,The lazy employee,"i thought you said we would be testing the software by
nope. i never said anything remote like that,
t didn think you
"
2020-08-15.txt,General humor,Comical and paradoxical situations,"i forwarded your email to ted. what?
it said bad things about ted! that was a private email to you
neepeo to know. he did not need to
"
2020-08-16.txt,Corporate mood,Group dynamics,"lwhen humans were primitive and dumb, they used their superstitions and biases to make decisions.
eventually, science won out, and we ean to use cata and reason to make decisions.
how that work out?
be z few o
it turns out that. all of our data are unreliable and conflicting.
and we dont have the mental capacity to use. reason,
its still better than guessing. j
you are hard to talk to
"
2020-08-17.txt,Social criticism,Bureaucracy,"did you watch the video i sent?
its a burden to know you because you keep assigning me homework. u
can you help my enemies instead?
"
2020-08-18.txt,General humor,Humor based on puns and absurd situations,"t think t have soctal media poisoning
it makes me feel defensive and angry all the time but t cant quite
youve you fat five shaming pounds. quack!
"
2020-08-19.txt,Recurring characters,The competitive colleague,"t want you to fire dilbert because he sat t might be nuts.
he wouldnt say that to aman.
he said hesaid. thing to melast , it doesnt count if its true
"
2020-08-20.txt,Corporate mood,Office politics,"oilbert, i need you to respond to this reporter who thinks our g technology is dangerous,
how would t know?
maybe t should study it first. never mind all ask some one else,
"
2020-08-21.txt,Social criticism,Technology in society,"according to people on social media, our sg technology uwtll give you a bird
maybe we should study it a bit more
nah. id wait until we see a
"
2020-08-22.txt,General humor,Humor based on puns and absurd situations,"our sg test accidentally opened a doorway to the demon world
lets keep that to ourselves so we dont spook the public.
hey, nice world you have here.
"
2020-08-23.txt,Social criticism,Business management,"we need to reduce, our expense budget to of our capital budget.
because the ratio s too high.
are you saying we cant afford. ti?
no. tm saying bed s g es e i fs z
okay, but by what standard s it too high?
by historical standards. it has never been this high.
it dont think we want to start using an irrelevant ratio to manage the department
to be fair this s just the first time you noticed.
"
2020-08-24.txt,General humor,Comical and paradoxical situations,"what the name of the month that. comes after october? november.
that what i thought my wife is trying to gaslight me so she doesnt have .to buy me ae, birthday present
you long has she been doing t thought . twas years old until just now.
"
2020-08-25.txt,General humor,Humor based on puns and absurd situations,"did you hear ted took a self with a wild bear?
wobj, where can i see that picture?
you need to ask the bear. it didn go well
"
2020-08-26.txt,General humor,Comical and paradoxical situations,"you should see a therapist about your narcissism,
tf im happy and your unhappy, doesnt. that mean you should see a therapist and t should stay the way t am
no, that totally wrong but give me a minute to come up with a reason.
"
2020-08-27.txt,General humor,Comical and paradoxical situations,"you think you made a good argument,
you are failing to consider the overall implications of the longterm rami fications with regard to strategic priorities,
that big bowl of word salad suggests i triggered you into cognitive dissonance. tuna carpet!
"
2020-08-28.txt,Recurring characters,The lazy employee,"you have any suggestions for improving the app?
yes, but you are far too dumb to implement any of them,so t wont bother.
the big where the problems are all in this big bag of skin
"
2020-08-29.txt,Corporate mood,Office politics,"i got feedback on the proposed package design,
our up of sales says if we go with this design, he will jump off the roof.
s he crazy or just good at selling? no way to tell
"
2020-08-30.txt,Political satire,Reflections on political issues in the corporate world,"the government s threatening to regulate us. like a monopoly,
go te fs ss a
we are simply a. company that makes an essential product for modern life, and we have no real competition.
x ae ge fg
no, we are not a monopoly because, other companies. could compete with us tf they wanted.

as soon as they. got some traction, wed buy them and shut them down

"
2020-08-31.txt,Corporate mood,Absurd corporate projects,"the company is considering no longer requiring employees to wear tide badges.

. in favor of permanent fore head tattoos. always watt for the second
"
2020-09-01.txt,General humor,Comical and paradoxical situations,"
perhaps you could urite yourself a little note so you dont forget
should tabandon all hope now or wait depends how much you like surprises.
"
2020-09-02.txt,Corporate mood,Office politics,"ive noticed that . the more experience gain, the more cynical and jaded t become.
am i doomed.to ..... become a golemlike ., creature with a bao attitude if t work here long enough?
no offense none taken, . ...
"
2020-09-03.txt,Corporate mood,Group dynamics,"our pointyhaired boss isn returning my messages. do you think he plans to fire me? ae


"
2020-09-04.txt,Corporate mood,Corporate hierarchy,"you did great work on this...
... which has the tragic effect of making my work look less good in comparison
yes, but think of ucas you not being selfish. ing me for my good
"
2020-09-05.txt,Social criticism,Bureaucracy,"it think your wrong
tm basing my decision on your entire career of being wrong about ec everything.
t hope tm not the first person to point sete that out. vy give me a minute to reas less my entire life.
"
2020-09-06.txt,General humor,Humor based on puns and absurd situations,"why have you changed your opinion since last week?
t havent changed my opinion

are we really debating which one of us is a better, authority on my opinion
you might be lying about not changing your opinion
and you might be hallucinating or lying or just
you might be trying to gaslight me right now.
those you plunged to your death in freak elevator accident.
"
2020-09-07.txt,Corporate mood,Group dynamics,"s that stupid ... coronavirus is no match for a healthy, young leader such as yourself.
freedom demands that you go to crowded indoor spaces without wearing your
are you trying, to kill me? , ., ae d say there reasonable doubt
"
2020-09-08.txt,Recurring characters,The lazy employee,"the entire management team has contracted coronavirus and is quarantined. ,
they asked me to tell you to stop working because , without.their wisdom, you idiot
any ques no, i think you covered the main themes.
"
2020-09-09.txt,General humor,Humor based on puns and absurd situations,"they say the best way to manage the coronavirus is to spread into people you dislike.
the happiness you get from that will boost your immune system
maybe all get my medical advice from an actual doctor they leave out the good stuff.
"
2020-09-10.txt,Technology and engineering,Technologic innovations,"my new software invention ts called artificial dumb ness,
it acts dumb so humans will think they are talking to one of their
that couldn possibly work that couldn possibly work
"
2020-09-11.txt,Social criticism,Business management,"does it reduce your confidence in our management that of them got infected with coronavirus?
all i know is that t won betting tt would happen.
how often do you bet on their stupidity? often enough to double my income
"
2020-09-12.txt,Social criticism,Technology in society,"
my augmented reality glasses are showing me your entire soctal media history.
t hope it makes a good first impres sion. mu see dumb!
"
2020-09-13.txt,Social criticism,Business management,"you confident are you in your analysis?
e a i to ga ge f few ij
unless t used
but otherwise, its solid
except for the installation and maintenance costs, which are wild guesses.
and we dont. know tf we sized. the project right costs could be oouble or triple,
tt sounds as ie you applied math to a bunch of wild guesses.
yes, but got the result you wanted.
"
2020-09-14.txt,Corporate mood,Group dynamics,"well t personally doubled my income during the pandemic. me
now t have a bad case of survivor
do you expect to get much sympathy for that?
"
2020-09-15.txt,Corporate mood,Office politics,"we doubled our income during the pandemic, and it isn a good look
we need to make some sort of tnsincere gesture of support for people who are suffering
im or we thinking could more along actually the lines help of a sign people in the
"
2020-09-16.txt,Social criticism,Business management,"we added the following trick question to our interview process. . . ! do black
yes, of course say more about
t think
"
2020-09-17.txt,Corporate mood,Office politics,"it has come to our attention that , many of the words we use at work are racist and often sexist.
for example we can no longer refer to the main power shutoff as a master switch.
is that
"
2020-09-18.txt,Corporate mood,Absurd corporate projects,"we are adding a chip to your employee badges so we can track your soctal oistancing,.
that sounds like a convenient excuse to do something youve always wanted to... do anyway.
that probably a coincidence
"
2020-09-19.txt,General humor,Humor based on puns and absurd situations,"according to my employee tracker, nou spent minutes in stall four of the men room today.
t thought you said the purpose of tracking us was to ensure soctal distancing.
to think you have to accept some responsibility for believing it
"
2020-09-20.txt,Corporate mood,Group dynamics,"t installeo a. silence in our pointyhaired bosss face mask.
now hes the only one who can hear himself talk but he doesnt know it
here he comes. play along,



and t can do the same thing to the face mask of anyone else. who bores me.

"
2020-09-21.txt,Corporate mood,Corporate hierarchy,"i couldn help noticing you are having a heated discussion.
watch me use my conflict resolution skill to lower the temperature
okay, what were you idiot yammering about? solid start
"
2020-09-22.txt,Corporate mood,Office politics,"when you write the protect summary, make it seem as if we didn make any mistakes.
you want me to lie? that would be a massive ethical violation
why does no,no.t only want you to omit important. stom.
"
2020-09-23.txt,Corporate mood,Group dynamics,"is it lying it leave out important. context from my protect updated
that called business lying, and it is totally acceptable.
me feel sick. that how you know you are doing it right
"
2020-09-24.txt,Corporate mood,Group dynamics,"no one on the project team could have foreseen the problem that...
you are a lying piece of garbage.
its your soul we cant hang out anymore. fine you were slowing me
"
